dealer_id,month,model_wise_cr,sales_advisor_cr,market_share,ssi,csat,monthly_sales,booking_pipeline,accessories_per_car,monthly_accessories_sales,cptv,tat_complaint_resolution,composite_score
D381,2024-06-01,33.4,26.0,27.2,86.0,5.0,153,113,1792.0,149470.0,6.0,5.7,49.2
D381,2024-07-01,33.4,26.0,27.2,86.0,5.0,153,113,1794.0,149657.0,6.0,5.7,49.2
D381,2024-08-01,29.7,23.1,24.2,82.0,4.8,136,85,1594.0,132933.0,5.3,5.3,44.5
D381,2024-09-01,30.1,23.5,24.5,82.0,4.9,138,88,1618.0,134901.0,5.4,5.4,45.1
D381,2024-10-01,36.1,28.1,29.4,80.0,4.8,165,92,1488.0,161676.0,4.9,5.1,50.0
D381,2024-11-01,40.4,31.5,32.9,86.0,5.0,185,138,1811.0,181125.0,6.0,5.8,55.7
D381,2024-12-01,28.8,22.5,23.5,81.0,4.8,132,79,1550.0,129284.0,5.2,5.3,43.4
D382,2023-01-01,39.1,30.5,10.3,85.0,3.4,173,114,8241.0,850421.0,2.1,2.4,52.9
D382,2023-02-01,42.1,32.8,11.0,87.0,3.5,186,135,8871.0,915486.0,2.3,2.6,56.5
D382,2023-03-01,41.3,32.2,10.8,87.0,3.5,183,130,8708.0,898648.0,2.3,2.5,55.8
D382,2023-04-01,33.1,25.8,8.7,83.0,3.4,146,88,7800.0,720667.0,2.0,2.4,47.2
D382,2023-05-01,38.3,29.9,10.0,86.0,3.5,169,117,8517.0,833014.0,2.2,2.5,53.0
D382,2023-06-01,43.3,33.8,11.4,89.0,3.6,192,144,9134.0,942630.0,2.4,2.6,58.6
D382,2023-07-01,39.5,30.8,10.4,85.0,3.5,175,117,8334.0,860039.0,2.2,2.5,53.6
D382,2023-08-01,36.3,28.3,9.5,82.0,3.4,161,93,7653.0,789760.0,2.0,2.3,49.4
D382,2023-09-01,40.4,31.5,10.6,86.0,3.5,179,123,8512.0,878456.0,2.2,2.5,54.7
D382,2023-10-01,53.3,41.6,14.0,86.0,3.5,236,160,8440.0,1159478.0,2.2,2.5,65.2
D382,2023-11-01,45.0,35.1,11.8,82.0,3.4,199,115,7627.0,978521.0,2.0,2.3,56.4
D382,2023-12-01,40.8,31.8,10.7,86.0,3.5,181,126,8602.0,887730.0,2.2,2.5,55.1
D382,2024-01-01,37.0,28.9,9.7,83.0,3.4,164,99,7808.0,805779.0,2.0,2.4,50.4
D382,2024-02-01,38.2,29.8,10.0,84.0,3.4,169,107,8046.0,830378.0,2.1,2.4,51.7
D382,2024-03-01,40.4,31.5,10.6,86.0,3.5,179,123,8508.0,878031.0,2.2,2.5,54.7
D382,2024-04-01,35.4,27.6,9.3,85.0,3.4,156,104,8298.0,769582.0,2.1,2.5,49.9
D382,2024-05-01,36.4,28.4,9.5,87.0,3.5,161,116,8801.0,791178.0,2.3,2.5,51.8
D382,2024-06-01,35.5,27.7,9.3,82.0,3.3,157,88,7490.0,773012.0,1.9,2.3,48.3
D382,2024-07-01,35.7,27.9,9.4,82.0,3.4,158,89,7533.0,777390.0,1.9,2.3,48.9
D382,2024-08-01,34.7,27.0,9.1,81.0,3.3,153,82,7308.0,754192.0,1.9,2.3,47.2
D382,2024-09-01,40.7,31.8,10.7,86.0,3.5,180,125,8581.0,885548.0,2.2,2.5,55.0
D382,2024-10-01,46.5,36.3,12.2,81.0,3.3,206,110,7331.0,1011090.0,1.9,2.3,56.7
D382,2024-11-01,44.6,34.8,11.7,84.0,3.4,197,122,7925.0,969488.0,2.0,2.4,56.9
D382,2024-12-01,36.8,28.7,9.6,83.0,3.4,163,97,7748.0,799594.0,2.0,2.4,50.1
D383,2023-01-01,46.1,35.9,9.0,80.0,4.9,179,132,7072.0,695878.0,3.9,1.5,57.9
D383,2023-02-01,45.7,35.6,8.9,80.0,4.9,178,129,7012.0,689947.0,3.8,1.4,57.7
D383,2023-03-01,45.7,35.7,8.9,80.0,4.9,178,129,7018.0,690594.0,3.8,1.4,57.8
D383,2023-04-01,36.1,28.2,7.0,74.0,4.7,140,77,5848.0,545379.0,3.2,1.3,47.7
D383,2023-05-01,32.5,25.3,6.3,74.0,4.6,126,65,5680.0,490576.0,3.1,1.3,44.6
D383,2023-06-01,45.2,35.2,8.8,80.0,4.9,176,126,6929.0,681802.0,3.8,1.4,57.3
D383,2023-07-01,44.0,34.4,8.6,79.0,4.9,171,119,6759.0,665050.0,3.7,1.4,56.1
D383,2023-08-01,46.4,36.2,9.1,81.0,5.0,180,134,7121.0,700727.0,3.9,1.5,58.9
D383,2023-09-01,44.2,34.4,8.6,79.0,4.9,172,119,6776.0,666795.0,3.7,1.4,56.2
D383,2023-10-01,45.5,35.5,8.9,75.0,4.7,177,102,6016.0,687713.0,3.3,1.3,55.0
D383,2023-11-01,43.4,33.9,8.5,74.0,4.6,169,88,5705.0,655986.0,3.1,1.3,52.7
D383,2023-12-01,39.8,31.0,7.8,76.0,4.7,155,92,6101.0,600360.0,3.3,1.3,51.2
D383,2024-01-01,42.9,33.4,8.4,78.0,4.8,167,111,6577.0,647186.0,3.6,1.4,54.5
D383,2024-02-01,45.8,35.7,8.9,80.0,4.9,178,130,7029.0,691646.0,3.8,1.4,57.8
D383,2024-03-01,43.7,34.1,8.5,79.0,4.9,170,117,6708.0,660057.0,3.7,1.4,55.8
D383,2024-04-01,36.4,28.4,7.1,77.0,4.8,141,91,6425.0,549047.0,3.5,1.4,49.3
D383,2024-05-01,37.6,29.3,7.3,78.0,4.8,146,98,6603.0,567226.0,3.6,1.4,50.6
D383,2024-06-01,43.1,33.6,8.4,78.0,4.8,167,112,6609.0,650332.0,3.6,1.4,54.7
D383,2024-07-01,40.6,31.7,7.9,76.0,4.8,158,97,6230.0,613060.0,3.4,1.3,52.2
D383,2024-08-01,38.7,30.2,7.5,75.0,4.7,150,85,5938.0,584297.0,3.3,1.3,49.9
D383,2024-09-01,44.3,34.5,8.6,79.0,4.9,172,120,6791.0,668246.0,3.7,1.4,56.3
D383,2024-10-01,56.1,43.8,10.9,81.0,5.0,218,162,7118.0,847443.0,3.9,1.5,66.2
D383,2024-11-01,45.6,35.5,8.9,74.0,4.6,177,92,5692.0,688187.0,3.1,1.3,54.3
D383,2024-12-01,42.5,33.1,8.3,78.0,4.8,165,109,6516.0,641189.0,3.6,1.4,54.1
D384,2023-01-01,33.5,26.1,6.5,63.0,4.6,36,18,2300.0,56571.0,3.7,3.4,33.3
D384,2023-02-01,34.5,26.9,6.7,64.0,4.7,37,21,2370.0,58298.0,4.0,3.6,34.2
D384,2023-03-01,34.9,27.2,6.8,65.0,4.7,37,22,2398.0,58982.0,4.1,3.7,34.6
D384,2023-04-01,33.8,26.4,6.6,66.0,4.8,36,23,2473.0,57177.0,4.4,3.8,34.3
D384,2023-05-01,27.2,21.3,5.3,63.0,4.6,29,15,2166.0,46046.0,4.0,3.6,29.4
D384,2023-06-01,31.6,24.7,6.1,64.0,4.6,34,18,2173.0,53445.0,4.1,3.7,31.9
D384,2023-07-01,15.1,11.8,6.4,65.0,4.7,16,21,2279.0,56060.0,4.4,3.9,24.3
D384,2023-08-01,35.0,27.3,6.8,67.0,4.8,37,25,2403.0,59112.0,4.8,4.2,34.5
D384,2023-09-01,18.5,14.5,6.4,66.0,4.8,20,22,2268.0,55801.0,4.7,4.1,26.2
D384,2023-10-01,41.6,32.5,8.1,66.0,4.8,45,28,2212.0,70366.0,4.7,4.1,38.1
D384,2023-11-01,38.2,29.8,7.4,64.0,4.7,41,23,2036.0,64599.0,4.5,4.0,35.3
D384,2023-12-01,31.0,24.2,6.0,66.0,4.8,33,21,2133.0,52462.0,4.8,4.3,31.8
D384,2024-01-01,32.5,25.4,6.3,68.0,4.9,35,24,2236.0,55011.0,5.2,4.5,33.2
D384,2024-02-01,23.0,17.9,6.1,67.0,4.8,24,23,2172.0,53427.0,5.2,4.5,27.7
D384,2024-03-01,27.3,21.3,5.3,64.0,4.7,29,16,1875.0,46136.0,4.7,4.2,28.8
D384,2024-04-01,25.1,19.5,4.9,66.0,4.7,27,16,1956.0,42352.0,5.0,4.4,27.8
D384,2024-05-01,25.8,20.1,5.0,66.0,4.8,27,18,1977.0,43545.0,5.2,4.6,28.2
D384,2024-06-01,27.8,21.7,5.4,66.0,4.8,30,19,1910.0,46992.0,5.2,4.6,29.4
D384,2024-07-01,24.7,19.2,4.8,64.0,4.6,26,14,1695.0,41707.0,4.8,4.4,26.7
D384,2024-08-01,26.4,20.6,5.1,66.0,4.8,28,17,1815.0,44645.0,5.3,4.7,28.3
D384,2024-09-01,24.7,19.2,4.8,65.0,4.7,26,15,1694.0,41668.0,5.1,4.6,26.9
D384,2024-10-01,33.9,26.5,6.6,67.0,4.8,36,24,1812.0,57353.0,5.7,4.9,32.3
D384,2024-11-01,24.3,19.0,7.0,69.0,4.9,26,29,1933.0,61376.0,6.2,5.2,28.1
D384,2024-12-01,27.4,21.4,5.3,69.0,4.9,29,22,1884.0,46347.0,6.3,5.3,28.8
D385,2023-01-01,21.6,16.9,26.7,74.0,2.9,180,103,3877.0,451302.0,2.0,6.1,39.9
D385,2023-02-01,26.0,20.3,32.2,79.0,3.0,217,163,4669.0,543470.0,2.5,6.8,47.5
D385,2023-03-01,24.1,18.8,29.8,77.0,3.0,200,137,4317.0,502552.0,2.3,6.5,44.3
D385,2023-04-01,18.1,14.1,22.4,73.0,2.8,151,81,3747.0,378626.0,2.0,5.9,34.7
D385,2023-05-01,20.4,15.9,25.3,76.0,2.9,170,109,4137.0,426608.0,2.2,6.3,39.0
D385,2023-06-01,24.3,19.0,30.1,77.0,3.0,202,140,4365.0,508045.0,2.3,6.5,44.7
D385,2023-07-01,24.0,18.7,29.7,77.0,3.0,200,136,4311.0,501753.0,2.3,6.5,44.2
D385,2023-08-01,22.6,17.7,28.0,75.0,2.9,188,117,4061.0,472660.0,2.1,6.2,41.5
D385,2023-09-01,24.2,18.9,30.0,77.0,3.0,201,139,4344.0,505645.0,2.3,6.5,44.6
D385,2023-10-01,28.4,22.1,35.1,76.0,2.9,236,151,4135.0,592489.0,2.2,6.3,49.0
D385,2023-11-01,24.8,19.4,30.7,73.0,2.9,206,113,3774.0,518190.0,2.0,6.0,43.4
D385,2023-12-01,23.0,18.0,28.5,76.0,2.9,192,122,4130.0,480708.0,2.2,6.3,42.3
D385,2024-01-01,25.3,19.7,31.3,78.0,3.0,210,153,4534.0,527728.0,2.4,6.7,46.3
D385,2024-02-01,24.4,19.0,30.1,77.0,3.0,203,140,4368.0,508406.0,2.3,6.5,44.8
D385,2024-03-01,25.1,19.6,31.1,78.0,3.0,209,151,4507.0,524630.0,2.4,6.6,46.1
D385,2024-04-01,21.7,16.9,26.8,78.0,3.0,180,127,4414.0,452113.0,2.3,6.5,41.7
D385,2024-05-01,20.1,15.6,24.8,75.0,2.9,167,104,4056.0,418760.0,2.1,6.2,38.3
D385,2024-06-01,22.7,17.7,28.0,75.0,2.9,189,118,4067.0,473364.0,2.1,6.2,41.6
D385,2024-07-01,20.6,16.1,25.5,72.0,2.8,171,89,3694.0,429930.0,1.9,5.9,37.6
D385,2024-08-01,23.4,18.3,29.0,76.0,2.9,195,128,4200.0,488882.0,2.2,6.4,42.8
D385,2024-09-01,22.2,17.3,27.5,75.0,2.9,185,112,3988.0,464152.0,2.1,6.2,40.9
D385,2024-10-01,27.7,21.6,34.3,75.0,2.9,231,147,4112.0,579030.0,2.2,6.3,47.9
D385,2024-11-01,25.1,19.6,31.1,74.0,2.9,209,120,3866.0,525039.0,2.0,6.0,44.3
D385,2024-12-01,20.6,16.1,25.5,72.0,2.8,172,90,3702.0,430879.0,1.9,5.9,37.6
D386,2023-01-01,36.1,28.2,4.3,70.0,4.9,204,145,10402.0,1198264.0,0.7,6.2,56.0
D386,2023-02-01,35.8,27.9,4.2,70.0,4.9,202,144,10301.0,1186664.0,0.7,6.3,55.6
D386,2023-03-01,35.4,27.6,4.2,71.0,4.9,200,144,10195.0,1174417.0,0.7,6.4,55.4
D386,2023-04-01,32.3,25.2,3.8,71.0,4.9,182,132,10090.0,1070944.0,0.7,6.5,52.6
D386,2023-05-01,30.1,23.5,3.6,70.0,4.8,170,117,9559.0,999466.0,0.7,6.5,49.7
D386,2023-06-01,28.4,22.2,3.4,66.0,4.6,161,88,8191.0,943586.0,0.6,6.1,45.4
D386,2023-07-01,31.0,24.2,3.7,69.0,4.8,175,115,8928.0,1028481.0,0.7,6.5,49.7
D386,2023-08-01,28.1,21.9,3.3,66.0,4.7,159,91,8086.0,931520.0,0.7,6.3,45.4
D386,2023-09-01,31.9,24.9,3.8,70.0,4.9,180,128,9187.0,1058301.0,0.8,7.0,51.2
D386,2023-10-01,33.3,26.0,3.9,67.0,4.7,188,114,8077.0,1104146.0,0.7,6.6,50.1
D386,2023-11-01,30.7,24.0,3.6,66.0,4.7,174,100,7696.0,1019699.0,0.7,6.6,47.3
D386,2023-12-01,28.8,22.5,3.4,69.0,4.8,163,108,8295.0,955537.0,0.8,7.0,47.2
D386,2024-01-01,25.6,20.0,3.0,66.0,4.7,144,82,7367.0,848663.0,0.7,6.7,42.6
D386,2024-02-01,24.1,18.8,2.9,65.0,4.6,136,71,6950.0,800655.0,0.7,6.6,40.4
D386,2024-03-01,14.1,11.0,2.9,66.0,4.6,79,75,6979.0,803942.0,0.7,6.8,34.2
D386,2024-04-01,10.8,8.5,2.7,68.0,4.8,61,82,7474.0,760917.0,0.8,7.3,33.3
D386,2024-05-01,20.1,15.7,2.4,66.0,4.6,113,63,6755.0,667082.0,0.7,7.0,37.1
D386,2024-06-01,24.9,19.4,2.9,68.0,4.8,141,89,7166.0,825534.0,0.8,7.4,42.7
D386,2024-07-01,22.4,17.5,2.6,66.0,4.6,126,69,6448.0,742801.0,0.8,7.1,38.7
D386,2024-08-01,25.0,19.5,3.0,69.0,4.8,141,96,7191.0,828390.0,0.9,7.8,42.9
D386,2024-09-01,22.6,17.7,2.7,67.0,4.7,128,77,6521.0,751240.0,0.8,7.5,39.6
D386,2024-10-01,29.1,22.7,3.4,69.0,4.8,165,112,6925.0,966131.0,0.9,8.0,46.3
D386,2024-11-01,28.5,22.2,3.4,67.0,4.7,161,92,6076.0,944050.0,0.8,7.6,44.3
D386,2024-12-01,11.7,9.1,2.8,70.0,4.8,66,92,6718.0,773891.0,0.9,8.3,33.8
D387,2023-01-01,42.4,33.1,15.7,70.0,3.4,152,114,4583.0,373949.0,5.8,9.9,40.5
D387,2023-02-01,37.4,29.1,13.8,66.0,3.2,134,85,4038.0,329529.0,5.1,9.2,35.2
D387,2023-03-01,37.5,29.3,13.9,66.0,3.3,134,86,4056.0,331006.0,5.2,9.2,35.6
D387,2023-04-01,34.6,27.0,12.8,68.0,3.3,124,88,4390.0,304957.0,5.6,9.6,33.7
D387,2023-05-01,38.6,30.1,14.3,69.0,3.3,138,100,4425.0,340857.0,5.6,9.7,37.0
D387,2023-06-01,35.1,27.3,13.0,65.0,3.2,125,72,3790.0,309262.0,4.8,8.8,33.4
D387,2023-07-01,39.5,30.8,14.6,68.0,3.3,141,97,4266.0,348109.0,5.4,9.5,37.5
D387,2023-08-01,36.7,28.6,13.6,66.0,3.2,131,81,3962.0,323336.0,5.0,9.1,34.8
D387,2023-09-01,34.8,27.1,12.9,64.0,3.2,124,70,3758.0,306677.0,4.8,8.8,32.9
D387,2023-10-01,45.3,35.4,16.8,64.0,3.2,162,92,3769.0,399764.0,4.8,8.8,40.9
D387,2023-11-01,40.9,31.9,15.1,65.0,3.2,146,85,3836.0,360643.0,4.9,8.9,37.7
D387,2023-12-01,33.7,26.3,12.5,64.0,3.2,121,64,3647.0,297596.0,4.6,8.6,32.3
D387,2024-01-01,40.2,31.3,14.9,68.0,3.3,144,101,4343.0,354395.0,5.5,9.6,38.0
D387,2024-02-01,33.8,26.3,12.5,64.0,3.2,121,64,3651.0,297942.0,4.6,8.6,32.3
D387,2024-03-01,34.2,26.7,12.7,64.0,3.2,122,67,3698.0,301767.0,4.7,8.7,32.6
D387,2024-04-01,29.6,23.1,11.0,64.0,3.2,106,58,3699.0,261480.0,4.7,8.7,29.1
D387,2024-05-01,35.1,27.4,13.0,67.0,3.3,126,85,4230.0,309489.0,5.4,9.4,34.0
D387,2024-06-01,36.4,28.4,13.5,65.0,3.2,130,79,3933.0,320928.0,5.0,9.0,34.3
D387,2024-07-01,36.3,28.3,13.4,65.0,3.2,130,79,3922.0,320030.0,5.0,9.0,34.2
D387,2024-08-01,36.8,28.7,13.6,66.0,3.2,132,82,3977.0,324549.0,5.1,9.1,34.8
D387,2024-09-01,39.7,31.0,14.7,68.0,3.3,142,99,4291.0,350162.0,5.5,9.5,37.7
D387,2024-10-01,49.1,38.3,18.2,70.0,3.4,176,132,4577.0,432834.0,5.8,9.9,45.6
D387,2024-11-01,50.7,39.6,18.8,66.0,3.3,182,118,4083.0,447633.0,5.2,9.2,45.7
D387,2024-12-01,34.2,26.7,12.7,64.0,3.2,122,67,3700.0,301884.0,4.7,8.7,32.6
D388,2023-01-01,39.3,30.7,10.4,81.0,4.1,164,106,8547.0,846146.0,4.9,6.2,49.4
D388,2023-02-01,35.8,27.9,9.5,78.0,4.0,150,82,7779.0,770095.0,4.4,5.9,45.5
D388,2023-03-01,35.9,28.0,9.5,78.0,4.0,150,83,7793.0,771500.0,4.5,5.9,45.4
D388,2023-04-01,39.6,30.9,10.5,84.0,4.3,166,123,9485.0,852209.0,5.4,6.7,51.3
D388,2023-05-01,34.1,26.6,9.0,81.0,4.1,143,91,8488.0,734706.0,4.9,6.2,45.2
D388,2023-06-01,37.7,29.4,10.0,80.0,4.1,157,95,8192.0,811019.0,4.7,6.1,47.8
D388,2023-07-01,41.6,32.4,11.0,83.0,4.2,174,122,9037.0,894629.0,5.2,6.5,52.2
D388,2023-08-01,39.7,31.0,10.5,81.0,4.1,166,109,8628.0,854192.0,4.9,6.3,49.8
D388,2023-09-01,40.3,31.4,10.7,82.0,4.2,168,113,8755.0,866733.0,5.0,6.3,50.9
D388,2023-10-01,53.2,41.5,14.1,83.0,4.2,222,159,9196.0,1143807.0,5.3,6.5,61.5
D388,2023-11-01,50.6,39.5,13.4,84.0,4.2,212,154,9276.0,1089277.0,5.3,6.6,59.8
D388,2023-12-01,35.8,27.9,9.5,78.0,4.0,149,82,7774.0,769598.0,4.4,5.9,45.4
D388,2024-01-01,40.3,31.5,10.7,82.0,4.2,169,113,8769.0,868136.0,5.0,6.3,51.0
D388,2024-02-01,39.3,30.7,10.4,81.0,4.1,164,106,8546.0,846053.0,4.9,6.2,49.4
D388,2024-03-01,38.3,29.9,10.1,80.0,4.1,160,100,8327.0,824364.0,4.8,6.1,48.3
D388,2024-04-01,33.5,26.1,8.9,79.0,4.1,140,82,8063.0,720746.0,4.6,6.0,44.3
D388,2024-05-01,31.1,24.3,8.2,77.0,4.0,130,68,7602.0,669929.0,4.3,5.8,41.5
D388,2024-06-01,44.1,34.4,11.7,85.0,4.3,184,139,9577.0,948075.0,5.5,6.7,55.2
D388,2024-07-01,35.5,27.7,9.4,78.0,4.0,148,80,7714.0,763704.0,4.4,5.9,45.1
D388,2024-08-01,42.5,33.1,11.2,83.0,4.2,178,128,9230.0,913793.0,5.3,6.5,52.9
D388,2024-09-01,38.0,29.6,10.0,80.0,4.1,159,97,8256.0,817357.0,4.7,6.1,48.1
D388,2024-10-01,49.1,38.3,13.0,80.0,4.1,205,125,8231.0,1056936.0,4.7,6.1,56.9
D388,2024-11-01,48.3,37.7,12.8,78.0,4.0,202,113,7831.0,1038578.0,4.5,5.9,55.3
D388,2024-12-01,38.0,29.6,10.0,80.0,4.1,159,97,8255.0,817292.0,4.7,6.1,48.1
D389,2023-01-01,51.6,40.2,13.0,72.0,3.5,95,56,5869.0,352118.0,0.6,8.7,48.7
D389,2023-02-01,47.8,37.2,12.0,70.0,3.4,88,45,5433.0,325986.0,0.6,8.3,45.1
D389,2023-03-01,50.9,39.7,12.8,72.0,3.5,93,54,5790.0,347405.0,0.6,8.6,48.2
D389,2023-04-01,47.3,36.9,11.9,72.0,3.5,87,53,5922.0,322895.0,0.6,8.7,46.0
D389,2023-05-01,43.5,33.9,10.9,71.0,3.5,80,46,5729.0,296759.0,0.6,8.6,43.2
D389,2023-06-01,58.2,45.4,14.6,76.0,3.6,107,76,6626.0,397563.0,0.7,9.4,54.5
D389,2023-07-01,51.8,40.4,13.0,72.0,3.5,95,57,5898.0,353861.0,0.6,8.7,48.8
D389,2023-08-01,49.5,38.6,12.4,71.0,3.4,91,50,5632.0,337934.0,0.6,8.5,46.6
D389,2023-09-01,55.5,43.3,13.9,74.0,3.6,102,68,6317.0,379019.0,0.7,9.1,52.1
D389,2023-10-01,67.0,52.2,16.8,73.0,3.5,123,77,6027.0,457162.0,0.7,8.8,58.6
D389,2023-11-01,64.0,49.9,16.1,72.0,3.5,117,69,5816.0,436719.0,0.6,8.7,56.4
D389,2023-12-01,56.8,44.3,14.3,75.0,3.6,104,72,6464.0,387823.0,0.7,9.2,53.3
D389,2024-01-01,50.6,39.5,12.7,71.0,3.5,93,54,5761.0,345678.0,0.6,8.6,47.7
D389,2024-02-01,55.4,43.2,13.9,74.0,3.5,102,68,6298.0,377857.0,0.7,9.1,51.7
D389,2024-03-01,54.0,42.1,13.6,73.0,3.5,99,64,6144.0,368612.0,0.7,8.9,50.5
D389,2024-04-01,45.7,35.7,11.5,73.0,3.5,84,52,6024.0,312216.0,0.7,8.8,45.2
D389,2024-05-01,43.4,33.9,10.9,70.0,3.4,80,42,5481.0,296502.0,0.6,8.4,42.4
D389,2024-06-01,58.2,45.4,14.6,76.0,3.6,107,76,6620.0,397178.0,0.7,9.4,54.5
D389,2024-07-01,57.2,44.6,14.4,75.0,3.6,105,73,6506.0,390334.0,0.7,9.3,53.6
D389,2024-08-01,51.1,39.8,12.8,72.0,3.5,94,55,5812.0,348738.0,0.6,8.6,48.3
D389,2024-09-01,51.0,39.8,12.8,72.0,3.5,93,55,5798.0,347885.0,0.6,8.6,48.3
D389,2024-10-01,70.0,55.1,17.7,76.0,3.6,130,93,6620.0,481788.0,0.7,9.4,62.3
D389,2024-11-01,66.5,51.9,16.7,71.0,3.4,122,69,5690.0,454106.0,0.6,8.5,57.3
D389,2024-12-01,47.8,37.3,12.0,70.0,3.4,88,45,5442.0,326541.0,0.6,8.3,45.1
D390,2023-01-01,48.3,37.7,21.4,89.0,4.1,192,133,4531.0,497523.0,5.5,3.6,57.4
D390,2023-02-01,44.6,34.8,19.8,86.0,4.0,177,110,4189.0,459949.0,5.0,3.4,53.4
D390,2023-03-01,45.3,35.4,20.1,87.0,4.0,180,114,4254.0,467109.0,5.1,3.4,54.3
D390,2023-04-01,45.5,35.5,20.1,90.0,4.1,180,130,4651.0,468819.0,5.6,3.6,55.4
D390,2023-05-01,37.4,29.1,16.5,84.0,3.9,148,83,3950.0,384943.0,4.8,3.3,46.7
D390,2023-06-01,47.2,36.8,20.9,88.0,4.0,187,126,4432.0,486584.0,5.3,3.5,56.0
D390,2023-07-01,50.9,39.7,22.5,91.0,4.1,202,150,4779.0,524708.0,5.8,3.7,60.0
D390,2023-08-01,42.6,33.2,18.9,84.0,3.9,169,96,3998.0,439027.0,4.8,3.3,50.9
D390,2023-09-01,45.8,35.7,20.3,87.0,4.0,182,117,4297.0,471791.0,5.2,3.4,54.6
D390,2023-10-01,49.9,38.9,22.1,85.0,3.9,198,115,4037.0,514504.0,4.9,3.3,56.9
D390,2023-11-01,60.4,47.1,26.7,88.0,4.0,240,164,4478.0,622275.0,5.4,3.5,66.6
D390,2023-12-01,42.8,33.4,18.9,85.0,3.9,170,98,4016.0,440908.0,4.8,3.3,51.4
D390,2024-01-01,50.3,39.2,22.3,90.0,4.1,200,146,4723.0,518576.0,5.7,3.6,59.3
D390,2024-02-01,48.7,38.0,21.5,89.0,4.1,193,136,4567.0,501481.0,5.5,3.6,57.7
D390,2024-03-01,47.5,37.1,21.0,88.0,4.0,189,128,4462.0,489946.0,5.4,3.5,56.2
D390,2024-04-01,39.2,30.6,17.3,86.0,4.0,155,98,4249.0,403916.0,5.1,3.4,49.0
D390,2024-05-01,44.5,34.7,19.7,88.0,4.0,176,121,4477.0,458110.0,5.4,3.5,53.7
D390,2024-06-01,40.5,31.6,17.9,83.0,3.9,161,83,3803.0,417530.0,4.6,3.2,48.9
D390,2024-07-01,43.1,33.6,19.1,85.0,3.9,171,100,4049.0,444582.0,4.9,3.3,51.5
D390,2024-08-01,48.6,37.9,21.5,89.0,4.1,193,135,4562.0,500957.0,5.5,3.6,57.7
D390,2024-09-01,44.8,35.0,19.8,86.0,4.0,178,111,4206.0,461807.0,5.1,3.4,53.5
D390,2024-10-01,56.0,43.7,24.8,86.0,4.0,222,141,4245.0,577638.0,5.1,3.4,62.5
D390,2024-11-01,57.8,45.1,25.6,86.0,4.0,230,142,4185.0,595869.0,5.0,3.4,64.0
D390,2024-12-01,48.5,37.9,21.5,89.0,4.1,193,135,4555.0,500143.0,5.5,3.6,57.6
D391,2023-01-01,52.8,41.2,24.8,81.0,4.1,127,84,9989.0,749196.0,2.4,9.6,59.6
D391,2023-02-01,57.7,45.0,27.0,84.0,4.2,138,103,10907.0,818062.0,2.6,10.2,64.6
D391,2023-03-01,58.0,45.3,27.2,85.0,4.2,139,105,10978.0,823374.0,2.6,10.2,65.2
D391,2023-04-01,50.6,39.5,23.7,83.0,4.2,121,87,10583.0,718142.0,2.5,10.0,59.0
D391,2023-05-01,50.0,39.0,23.4,85.0,4.2,120,90,10969.0,709062.0,2.6,10.2,59.2
D391,2023-06-01,52.3,40.8,24.5,81.0,4.1,126,83,9899.0,742456.0,2.4,9.6,59.1
D391,2023-07-01,50.5,39.4,23.7,80.0,4.0,121,75,9544.0,715792.0,2.3,9.4,57.0
D391,2023-08-01,50.3,39.2,23.6,80.0,4.0,121,74,9508.0,713137.0,2.3,9.3,56.9
D391,2023-09-01,55.7,43.5,26.1,83.0,4.2,134,96,10544.0,790792.0,2.5,9.9,62.8
D391,2023-10-01,70.0,60.2,36.2,85.0,4.2,186,139,10924.0,1095117.0,2.6,10.2,77.7
D391,2023-11-01,66.5,51.8,31.2,81.0,4.1,160,105,9903.0,942913.0,2.4,9.6,69.6
D391,2023-12-01,49.4,38.5,23.1,79.0,4.0,118,71,9339.0,700429.0,2.2,9.2,56.0
D391,2024-01-01,54.3,42.3,25.4,82.0,4.1,130,90,10266.0,769917.0,2.5,9.8,60.9
D391,2024-02-01,47.5,37.0,22.3,78.0,4.0,114,64,8979.0,673435.0,2.2,9.0,54.1
D391,2024-03-01,58.0,45.2,27.2,85.0,4.2,139,105,10968.0,822628.0,2.6,10.2,65.1
D391,2024-04-01,50.1,39.0,23.5,82.0,4.1,120,81,10089.0,710142.0,2.4,9.7,57.8
D391,2024-05-01,50.3,39.2,23.6,84.0,4.2,121,87,10644.0,712892.0,2.6,10.0,59.0
D391,2024-06-01,53.2,41.5,25.0,82.0,4.1,128,86,10072.0,755385.0,2.4,9.7,60.2
D391,2024-07-01,56.9,44.4,26.7,84.0,4.2,137,100,10757.0,806782.0,2.6,10.1,64.0
D391,2024-08-01,50.2,39.1,23.5,80.0,4.0,120,74,9489.0,711709.0,2.3,9.3,56.8
D391,2024-09-01,56.3,43.9,26.4,84.0,4.2,135,98,10643.0,798230.0,2.6,10.0,63.4
D391,2024-10-01,55.2,43.0,25.9,78.0,4.0,132,75,9069.0,782784.0,2.2,9.1,59.8
D391,2024-11-01,70.0,56.4,33.9,83.0,4.2,174,123,10463.0,1025942.0,2.5,9.9,74.6
D391,2024-12-01,51.2,40.0,24.0,80.0,4.1,123,78,9692.0,726869.0,2.3,9.4,58.1
D392,2023-01-01,27.7,21.6,6.3,67.0,4.6,149,106,7845.0,663645.0,3.9,1.8,42.9
